lon	lat	plotsize	species_richness	aus_state_info	elevation	hfp	bio_1	bio_2	bio_3	bio_4	bio_5	bio_6	bio_7	bio_8	bio_9	bio_10	bio_11	bio_12	bio_13	bio_14	bio_15	bio_16	bio_17	bio_18	bio_19	species_list
138.4134	-35.5729	400	1	8	292	14.8064	14.4542	8.2917	45.8103	350.5221	25.1	7	18.1	10.2833	18.75	18.8167	10.2833	865	137	24	54.1677	378	91	92	378	Rytidosperma geniculatum
150.3837	-29.3208	400	18	5	389	4.9669	18.1125	13.6583	48.2627	550.8841	32.1	3.8	28.3	24.6167	11	24.6167	11	686	94	33	32.6099	252	121	252	121	Aristida caput-medusae, Aristida vagans, Brachyloma daphnoides, Cheilanthes sieberi, Cyperus fulvus, Diploglottis diphyllostegia, Eucalyptus chloroclada, Exocarpos cupressiformis, Hibbertia obtusifolia, Jacksonia scoparia, Leucopogon biflorus, Lomandra leucocephala, Lomandra multiflora, Melichrus urceolatus, Muehlenbeckia zippelii, Pomax umbellata, Styphelia triflora, Symplocos baeuerlenii
150.8179	-28.7366	400	39	5	311	4.0482	18.4	13.25	48.3577	530.5958	31.9	4.5	27.4	24.5833	11.4667	24.5833	11.4667	659	89	30	36.1593	250	107	250	107	Allocasuarina luehmannii, Angophora leiocarpa, Aristida caput-medusae, Callitris endlicheri, Cassinia quinquefaria, Cheilanthes sieberi, Coldenia procumbens, Desmodium varians, Dodonaea heteromorpha, Dracophyllum sayeri, Endiandra hayesii, Entolasia stricta, Eragrostis elongata, Eriocaulon pusillum, Eucalyptus chloroclada, Eucalyptus crebra, Gahnia aspera, Gonocarpus elatus, Goodenia hederacea, Hibbertia vestita, Lomandra leucocephala, Lomandra multiflora, Mischocarpus macrocarpus, Oxalis perennans, Paspalidium gracile, Petalostigma pubescens, Phyllanthus virgatus, Pomax umbellata, Pultenaea microphylla, Ruellia tuberosa, Sida trichopoda, Solanum ferocissimum, Spartothamnella puberula, Sporobolus virginicus, Styphelia triflora, Syngonium podophyllum, Thysanotus chinensis, Tibouchina urvilleana, Wendlandia basistaminea
150.7106	-29.5384	400	33	5	467	8.0397	17.5292	14.7083	50.1991	550.0763	31.9	2.6	29.3	24	14.4167	24	10.4	750	100	35	34.0715	279	129	279	130	Arundinella nepalensis, Brachychiton populneus, Callitris endlicheri, Calytrix tetragona, Cassytha glabella, Centaurium erythraea, Cheilanthes sieberi, Corchorus sericeus, Cymbopogon refractus, Cyperus fulvus, Digitaria divaricatissima, Diploglottis diphyllostegia, Eragrostis barrelieri, Eriachne aristidea, Euchiton, Ficus rubiginosa, Fimbristylis dichotoma, Glycine clandestina, Hibbertia obtusifolia, Jacksonia scoparia, Leptospermum polygalifolium, Leptospermum trinervium, Leucopogon muticus, Opuntia stricta, Owenia acidula, Persoonia sericea, Phyla canescens, Phyllanthus flagellaris, Sonchus, Styphelia triflora, Vernonia cinerea, Vittadinia cuneata, Wahlenbergia gracilis
150.6883	-29.5768	400	41	5	451	1.4728	17.3833	13.9	48.9437	547.3835	31.3	2.9	28.4	23.8333	10.2833	23.8333	10.2833	753	100	36	33.3972	279	131	279	131	Bidens pilosa, Boerhavia glabrata, Chrysocephalum apiculatum, Corchorus sericeus, Cymbopogon refractus, Cyperus fulvus, Cyperus gracilis, Dichanthium sericeum, Dichondra repens, Diospyros vera, Diploglottis diphyllostegia, Dodonaea viscosa, Ectrosia scabrida, Ectrosia schultzii, Einadia polygonoides, Endiandra limnophila, Enneapogon gracilis, Enteropogon acicularis, Eragrostis barrelieri, Eragrostis parviflora, Eriachne aristidea, Eucalyptus albens, Euphorbia drummondii, Fimbristylis furva, Glycine tomentella, Laxmannia gracilis, Lomandra longifolia, Maireana microphylla, Notelaea microcarpa, Proteaceae, Pteris tremula, Rutidosis, Schinus terebinthifolia, Smilacaceae, Sonchus, Sonchus oleraceus, Stackhousia monogyna, Syngonium podophyllum, Vittadinia muelleri, Vittadinia sulcata, Wahlenbergia gracilis
150.8016	-29.0796	400	27	5	395	2.0654	17.9625	13.425	48.6413	530.3306	31.5	3.9	27.6	24.1833	11.0667	24.1833	11.0667	741	103	34	35.8356	278	121	278	121	Acacia leiocalyx, Angophora leiocarpa, Aristida caput-medusae, Arundinella nepalensis, Callitris endlicheri, Calytrix tetragona, Corymbia trachyphloia, Cymbopogon refractus, Cyperus conicus, Digitaria ramularis, Diploglottis diphyllostegia, Ehretia acuminata, Eragrostis elongata, Eriocaulon pusillum, Eucalyptus chloroclada, Euchiton, Gahnia aspera, Goodenia stelligera, Jacksonia scoparia, Lomandra leucocephala, Panicum effusum, Petalostigma pubescens, Pomax umbellata, Ruellia tuberosa, Stipa scabra, Styphelia triflora, Trichosanthes pentaphylla
150.77	-28.9137	400	42	5	257	9.6397	18.7708	14.4583	49.8563	543.3627	32.8	3.8	29	25.0833	11.6667	25.0833	11.6667	666	90	28	36.6823	249	105	249	105	Boerhavia glabrata, Brunoniella australis, Centaurea melitensis, Chrysocephalum apiculatum, Cupaniopsis flagelliformis, Cyclospermum leptophyllum, Cymbopogon refractus, Cyperus fulvus, Cyperus gracilis, Daucus glochidiatus, Ectrosia scabrida, Eleusine indica, Eremophila goodwinii, Eriachne aristidea, Eucalyptus sicilifolia, Ficus virgata, Glandularia aristigera, Glycine, Goodenia fascicularis, Gossia pubiflora, Grevillea stenobotrya, Lactuca serriola, Lepidium pseudohyssopifolium, Leptospermum semibaccatum, Malvastrum coromandelianum, Marsdenia cymulosa, Owenia acidula, Phyla canescens, Phyllanthus carpentariae, Pimelea neo-anglica, Pyrrosia confluens, Rostellularia adscendens, Sclerolaena lanicuspis, Smilacaceae, Sonchus, Sonchus oleraceus, Stipa verticillata, Symplocos cochinchinensis, Tabernaemontana pandacaqui, Tephrosia purpurea, Verbena halei, Verbena officinalis
149.792	-31.3718	400	26	5	588	1.703	16.0208	12.5083	47.0238	541.3974	29.6	3	26.6	21.3167	9.15	22.5667	9.15	749	119	42	34.0961	270	141	266	141	Cheilanthes sieberi, Cymbopogon refractus, Derris involuta, Desmodium brachypodum, Desmodium varians, Dichanthium sericeum, Dichondra repens, Dichopogon fimbriatus, Diploglottis diphyllostegia, Dysoxylum setosum, Eriachne aristidea, Eucalyptus albens, Euchiton, Hibbertia aspera, Indigofera australis, Lomandra multiflora, Luzula densiflora, Olearia elliptica, Oxalis perennans, Poa, Proteaceae, Schinus terebinthifolia, Scutellaria humilis, Senecio quadridentatus, Wahlenbergia gracilis, Xyris indica
150.7386	-29.1219	400	31	5	332	6.7718	18.3708	14.5083	50.2018	540.8892	32.4	3.5	28.9	24.7	11.3333	24.7	11.3333	736	102	33	35.8162	276	120	276	120	Boerhavia glabrata, Bothriochloa biloba, Caesia parviflora, Calotis scapigera, Cryptocarya leucophylla, Cymbopogon refractus, Dichanthium sericeum, Digitaria divaricatissima, Endiandra limnophila, Euphorbia drummondii, Ficus virgata, Glandularia aristigera, Gossia sankowskiorum, Kyllinga planiculmis, Leiocarpa brevicompta, Leiocarpa tomentosa, Lepidium, Lobelia concolor, Medicago minima, Neptunia gracilis, Panicum seminudum, Pycnosorus globosus, Rhynchosia minima, Rytidosperma bipartitum, Rytidosperma monticola, Sonchus, Tibouchina urvilleana, Trochocarpa laurina, Verbena halei, Verbena officinalis, Zornia ramosa
149.8517	-30.2342	400	21	5	287	4.6814	18.6083	14.6333	49.1051	578.5084	33.4	3.6	29.8	25.5	11.2	25.5	11.2	660	110	36	37.2323	246	124	246	124	Acacia gladiiformis, Angophora leiocarpa, Aristida caput-medusae, Brachyloma daphnoides, Callitris endlicheri, Calytrix tetragona, Cymbopogon refractus, Diploglottis diphyllostegia, Ehretia acuminata, Endiandra hayesii, Eucalyptus, Eucalyptus crebra, Eucalyptus dwyeri, Grevillea floribunda, Hakea dactyloides, Jacksonia scoparia, Melichrus urceolatus, Opercularia diphylla, Sigesbeckia, Stipa verticillata, Syngonium podophyllum
